,accuracy,loss,val_accuracy,val_loss
0,0.542034387588501,1.658379316329956,0.8228254914283752,0.6478946805000305
1,0.7340500950813293,0.9215694665908813,0.863585352897644,0.504294753074646
2,0.7879207134246826,0.7327585220336914,0.8831800222396851,0.42078763246536255
3,0.8175766468048096,0.6248325109481812,0.8927529454231262,0.3823750615119934
4,0.8387060761451721,0.5456814765930176,0.8995587229728699,0.3587757349014282
5,0.8545998334884644,0.48764729499816895,0.9068132638931274,0.33805111050605774
6,0.8668661117553711,0.43752819299697876,0.9056166410446167,0.3323228061199188
7,0.8795250654220581,0.38996320962905884,0.9097300171852112,0.32486993074417114
8,0.8866491913795471,0.3589019477367401,0.9107022881507874,0.32840070128440857
9,0.8965033888816833,0.32843610644340515,0.9138433933258057,0.31960198283195496
10,0.9028982520103455,0.3012429475784302,0.9139929413795471,0.3265568017959595
11,0.909349262714386,0.27920085191726685,0.9143669009208679,0.3348482549190521
12,0.9145848751068115,0.26213201880455017,0.9163114428520203,0.3326093554496765
13,0.9204001426696777,0.24310490489006042,0.916984498500824,0.32799553871154785
14,0.9247943162918091,0.22625836730003357,0.9140677452087402,0.33879420161247253
15,0.9293941855430603,0.2094365954399109,0.917508065700531,0.3366124927997589
16,0.9312266111373901,0.20147337019443512,0.9166853427886963,0.3516406714916229
17,0.9328534007072449,0.19714291393756866,0.917508065700531,0.3551912009716034
18,0.9367427229881287,0.18606920540332794,0.9165357947349548,0.35538870096206665
19,0.9413051605224609,0.17344361543655396,0.9173584580421448,0.3724326193332672
