,accuracy,loss,val_accuracy,val_loss
0,0.5682123899459839,1.5541785955429077,0.8366614580154419,0.5892261266708374
1,0.775972306728363,0.7698438763618469,0.8851993083953857,0.4153515696525574
2,0.8268698453903198,0.6086536645889282,0.8952957987785339,0.3628062605857849
3,0.8497568964958191,0.5189615488052368,0.9055418372154236,0.3305412828922272
4,0.866379976272583,0.46084970235824585,0.9086081981658936,0.3267282247543335
5,0.8773373365402222,0.41524726152420044,0.9153391718864441,0.2997146546840668
6,0.889846682548523,0.3760102689266205,0.916161835193634,0.2905709445476532
7,0.8967277407646179,0.3454039990901947,0.9207987189292908,0.27416756749153137
8,0.9010845422744751,0.3214116394519806,0.9231919646263123,0.27040210366249084
9,0.9096858501434326,0.2976627051830292,0.9261835217475891,0.2639511823654175
