,accuracy,loss,val_accuracy,val_loss
0,0.5104525089263916,1.7842203378677368,0.8033056855201721,0.7355352640151978
1,0.7085265517234802,1.0062874555587769,0.8454865217208862,0.5583149790763855
2,0.7619484066963196,0.8269057273864746,0.8688953518867493,0.48666152358055115
3,0.7954001426696777,0.7096890211105347,0.8784683346748352,0.4445684552192688
4,0.8117988109588623,0.6364337205886841,0.887069046497345,0.40374526381492615
5,0.8296933174133301,0.5708598494529724,0.8930521011352539,0.381450891494751
6,0.8430254459381104,0.5250459313392639,0.9016528129577637,0.3565260171890259
7,0.8574046492576599,0.47798603773117065,0.9038217067718506,0.3454413414001465
8,0.864884078502655,0.441243052482605,0.9077855348587036,0.33124855160713196
9,0.873261034488678,0.4136069416999817,0.907860279083252,0.3291386365890503
