filename,label,confidence
0000025934_1173.jpg,24,0.1173
0000020694_1020.jpg,39,0.1021
0000019773_1361.jpg,9,0.1362
0000016440_1218.jpg,45,0.1218
0000010031_1061.jpg,39,0.1061
0000022097_1505.jpg,39,0.1505
0000013262_1109.jpg,9,0.1109
000003587_1536.jpg,2,0.1536
0000011307_1415.jpg,2,0.1416
0000033818_1047.jpg,36,0.1047
000003593_1115.jpg,11,0.1115
000009733_1173.jpg,42,0.1174
000003578_1276.jpg,2,0.1277
0000022040_1157.jpg,39,0.1158
0000019968_1263.jpg,39,0.1263
0000016483_1153.jpg,39,0.1154
0000026540_1135.jpg,5,0.1135
0000017789_1605.jpg,5,0.1606
0000015820_1155.jpg,29,0.1156
0000024425_2391.jpg,8,0.2392
000005135_1101.jpg,2,0.1101
0000021575_1002.jpg,44,0.1003
000008411_1008.jpg,40,0.1008
0000027104_1031.jpg,36,0.1032
0000027662_1149.jpg,39,0.1150
000008377_1015.jpg,2,0.1016
000003222_1187.jpg,44,0.1187
0000021561_1273.jpg,11,0.1274
0000010964_1457.jpg,2,0.1457
0000028223_1335.jpg,44,0.1335
0000012424_1106.jpg,2,0.1106
0000016642_1149.jpg,2,0.1150
0000010227_1085.jpg,5,0.1085
0000014041_1592.jpg,2,0.1593
000007285_1060.jpg,15,0.1061
0000014069_1325.jpg,44,0.1325
0000013060_1395.jpg,26,0.1396
0000018135_1014.jpg,39,0.1014
0000015363_1566.jpg,39,0.1567
0000023809_1196.jpg,35,0.1197
000004940_1007.jpg,39,0.1008
000004798_1464.jpg,2,0.1465
0000026971_1145.jpg,39,0.1145
0000017574_1337.jpg,39,0.1337
00000170_1032.jpg,46,0.1032
0000016681_1197.jpg,18,0.1198
0000032737_1454.jpg,44,0.1455
000002302_1798.jpg,2,0.1799
000004001_1155.jpg,2,0.1156
0000023148_1051.jpg,9,0.1051
0000032723_1562.jpg,8,0.1563
0000029465_1030.jpg,5,0.1030
0000021039_1163.jpg,39,0.1163
0000033415_1020.jpg,13,0.1020
0000028753_1252.jpg,35,0.1253
000001151_1184.jpg,5,0.1185
000002458_1126.jpg,5,0.1127
0000023160_2004.jpg,2,0.2004
000004029_1198.jpg,2,0.1199
0000033373_1502.jpg,39,0.1502
0000033367_1040.jpg,44,0.1040
0000027312_1007.jpg,35,0.1008
000007534_1177.jpg,2,0.1178
0000018684_1789.jpg,44,0.1789
0000016871_1297.jpg,35,0.1297
000003034_1189.jpg,39,0.1189
0000025263_1010.jpg,8,0.1011
0000023955_1070.jpg,8,0.1070
0000022493_1102.jpg,39,0.1103
000003815_1107.jpg,11,0.1108
0000012236_1147.jpg,43,0.1148
0000013128_1173.jpg,43,0.1173
0000014653_1104.jpg,2,0.1104
0000018069_2195.jpg,41,0.2196
000002289_1236.jpg,2,0.1236
000004820_1111.jpg,2,0.1112
0000010409_1800.jpg,2,0.1801
00000762_1195.jpg,2,0.1196
0000016078_1065.jpg,5,0.1065
0000015571_3583.jpg,2,0.3584
0000024974_1188.jpg,39,0.1188
0000013100_1049.jpg,9,0.1049
000003183_1015.jpg,39,0.1016
0000012593_1064.jpg,44,0.1065
000005519_1141.jpg,39,0.1141
000003168_1040.jpg,2,0.1040
000001019_1307.jpg,2,0.1308
00000951_1195.jpg,5,0.1196
0000030732_1627.jpg,44,0.1628
00000945_1125.jpg,2,0.1126
0000023982_1195.jpg,39,0.1195
0000030068_1171.jpg,44,0.1171
0000021603_1449.jpg,2,0.1449
000007454_1257.jpg,2,0.1258
000008767_1722.jpg,2,0.1722
000006992_1379.jpg,2,0.1380
0000028141_1793.jpg,39,0.1793
000004149_1356.jpg,39,0.1356
0000027500_1138.jpg,39,0.1139
0000018928_1148.jpg,5,0.1149
0000024586_1464.jpg,26,0.1464
0000019161_1061.jpg,39,0.1062
0000020938_1047.jpg,34,0.1047
0000029908_1045.jpg,39,0.1045
0000010151_1843.jpg,2,0.1844
0000014451_1066.jpg,2,0.1066
000005928_1664.jpg,2,0.1664
0000015773_1029.jpg,35,0.1030
0000010838_1096.jpg,9,0.1096
0000022134_1196.jpg,11,0.1196
0000025883_1284.jpg,39,0.1285
0000012949_1036.jpg,2,0.1037
000006206_1297.jpg,2,0.1297
0000032455_1481.jpg,44,0.1482
0000032333_1080.jpg,39,0.1080
0000024579_1343.jpg,24,0.1344
0000018280_1068.jpg,5,0.1068
0000010804_1213.jpg,8,0.1214
000008217_1291.jpg,2,0.1292
000009108_1119.jpg,2,0.1120
0000015969_1155.jpg,39,0.1155
0000030519_1033.jpg,35,0.1033
000001226_1219.jpg,35,0.1220
000007657_1153.jpg,9,0.1153
0000025100_1329.jpg,11,0.1329
0000021366_1018.jpg,42,0.1019
0000032454_1035.jpg,28,0.1035
0000010193_1047.jpg,35,0.1048
0000029074_1050.jpg,38,0.1050
0000014493_1718.jpg,2,0.1719
0000015941_1025.jpg,24,0.1025
0000027918_1040.jpg,14,0.1040
0000017603_1161.jpg,15,0.1162
0000011514_1356.jpg,44,0.1357
0000025869_1012.jpg,34,0.1013
0000018242_1003.jpg,2,0.1004
00000213_2017.jpg,39,0.2018
000003394_1701.jpg,35,0.1701
0000011528_1152.jpg,2,0.1152
0000021399_1027.jpg,38,0.1028
0000010144_1344.jpg,2,0.1345
000008772_1274.jpg,9,0.1275
0000021616_1526.jpg,8,0.1527
000001030_1299.jpg,13,0.1300
0000031405_1045.jpg,39,0.1045
000004148_1462.jpg,43,0.1462
000005530_1089.jpg,39,0.1089
000001756_2088.jpg,2,0.2088
0000027501_1124.jpg,44,0.1124
0000021164_1050.jpg,39,0.1051
0000033560_1456.jpg,2,0.1456
0000013868_1789.jpg,2,0.1790
000003633_1420.jpg,2,0.1421
000006993_1177.jpg,2,0.1178
0000031411_1058.jpg,2,0.1059
000001024_1117.jpg,2,0.1118
0000016086_1378.jpg,38,0.1378
0000026623_1038.jpg,44,0.1039
0000024020_1223.jpg,11,0.1223
0000029504_1012.jpg,11,0.1012
0000011925_1874.jpg,2,0.1875
0000020520_1003.jpg,44,0.1004
000009444_1039.jpg,36,0.1040
000001018_1150.jpg,2,0.1151
0000013101_1011.jpg,35,0.1011
000005295_1214.jpg,2,0.1214
0000029289_1024.jpg,39,0.1025
00000763_2007.jpg,2,0.2007
0000010408_1084.jpg,12,0.1084
000001795_1219.jpg,39,0.1220
0000015202_1029.jpg,41,0.1030
0000023968_1027.jpg,36,0.1027
0000018726_1018.jpg,39,0.1019
000001781_1070.jpg,35,0.1071
0000030914_1246.jpg,9,0.1247
000006788_1157.jpg,39,0.1157
0000011702_1314.jpg,2,0.1315
00000777_1308.jpg,9,0.1309
000007496_1038.jpg,11,0.1039
000006978_1048.jpg,2,0.1048
0000023940_1403.jpg,9,0.1403
000001965_1002.jpg,5,0.1003
0000032681_1524.jpg,39,0.1525
000001144_1023.jpg,34,0.1024
000009518_1557.jpg,35,0.1557
000005322_1050.jpg,9,0.1051
0000025504_1081.jpg,26,0.1082
000004982_1008.jpg,11,0.1008
000005444_1080.jpg,35,0.1080
0000027475_1095.jpg,2,0.1096
000008160_1068.jpg,9,0.1069
0000018685_1110.jpg,13,0.1111
0000021004_1154.jpg,5,0.1154
000003021_1539.jpg,39,0.1539
000001150_1072.jpg,2,0.1072
0000027307_1063.jpg,39,0.1063
0000024626_1476.jpg,2,0.1477
000004000_2062.jpg,2,0.2062
0000026031_1031.jpg,39,0.1032
0000027449_1198.jpg,8,0.1198
000009242_1177.jpg,5,0.1177
000005478_1115.jpg,5,0.1115
000008148_1340.jpg,2,0.1340
000009256_1404.jpg,39,0.1404
0000012380_1031.jpg,5,0.1031
000003790_1057.jpg,39,0.1057
0000014068_1325.jpg,44,0.1325
000004955_1660.jpg,5,0.1661
000005493_1319.jpg,46,0.1320
000006824_1087.jpg,34,0.1087
0000030690_1011.jpg,34,0.1012
0000019564_1031.jpg,35,0.1032
0000016657_1240.jpg,42,0.1241
0000017549_1031.jpg,35,0.1032
00000159_1562.jpg,2,0.1563
0000023820_1028.jpg,24,0.1028
000003960_1131.jpg,9,0.1132
0000021789_1481.jpg,8,0.1482
0000031015_1221.jpg,39,0.1221
0000021206_1308.jpg,8,0.1308
0000029882_1120.jpg,44,0.1121
0000023411_1113.jpg,5,0.1113
000003551_1309.jpg,2,0.1310
0000015809_1108.jpg,35,0.1108
000003223_1019.jpg,42,0.1019
0000025074_1032.jpg,39,0.1033
0000031001_1347.jpg,7,0.1348
000004564_1206.jpg,9,0.1206
0000017950_1557.jpg,2,0.1558
0000031029_1183.jpg,26,0.1184
0000027893_1097.jpg,39,0.1098
0000030451_1236.jpg,39,0.1236
0000020642_1097.jpg,9,0.1097
0000010959_1335.jpg,2,0.1336
000004202_1159.jpg,9,0.1160
000004216_1061.jpg,39,0.1061
0000015835_1111.jpg,36,0.1111
0000020656_1175.jpg,5,0.1176
0000027887_1014.jpg,39,0.1015
0000023439_1155.jpg,7,0.1155
0000015160_1012.jpg,39,0.1013
000005685_1061.jpg,2,0.1061
0000018444_1079.jpg,39,0.1080
0000010018_1126.jpg,2,0.1126
0000029699_1138.jpg,44,0.1138
00000415_1120.jpg,9,0.1120
0000025909_1496.jpg,9,0.1496
000003586_1149.jpg,2,0.1150
000007938_1019.jpg,44,0.1019
0000017763_1029.jpg,38,0.1029
000006398_1074.jpg,2,0.1074
0000013505_1208.jpg,2,0.1208
000002868_1036.jpg,2,0.1036
0000020681_1110.jpg,2,0.1110
0000012141_1041.jpg,44,0.1042
0000029869_1247.jpg,11,0.1247
000008389_1433.jpg,38,0.1434
0000010998_1905.jpg,2,0.1906
0000017991_1127.jpg,9,0.1127
