filename,label,confidence
0000025934_1173.jpg,24,0.1173
0000020694_1020.jpg,39,0.1021
0000011449_812.jpg,11,0.0813
0000031799_970.jpg,29,0.0971
0000019773_1361.jpg,9,0.1362
0000027845_929.jpg,46,0.0929
0000016440_1218.jpg,45,0.1218
0000010031_1061.jpg,39,0.1061
0000015149_968.jpg,11,0.0968
0000019767_818.jpg,18,0.0819
0000019001_855.jpg,45,0.0855
0000022097_1505.jpg,39,0.1505
0000012154_848.jpg,2,0.0849
0000023389_872.jpg,2,0.0872
0000025920_937.jpg,39,0.0937
0000017004_979.jpg,5,0.0980
000009914_997.jpg,13,0.0997
00000400_914.jpg,2,0.0915
0000015613_934.jpg,35,0.0934
0000013262_1109.jpg,9,0.1109
000003587_1536.jpg,2,0.1536
000005848_839.jpg,26,0.0840
0000029698_940.jpg,44,0.0941
0000011307_1415.jpg,2,0.1416
0000010019_862.jpg,8,0.0862
0000019983_925.jpg,35,0.0926
0000029840_805.jpg,46,0.0806
000005684_905.jpg,35,0.0905
0000033818_1047.jpg,36,0.1047
0000015607_902.jpg,39,0.0903
000003593_1115.jpg,11,0.1115
0000031969_845.jpg,11,0.0845
000006400_838.jpg,35,0.0839
000009733_1173.jpg,42,0.1174
000003578_1276.jpg,2,0.1277
0000015834_808.jpg,44,0.0809
0000022040_1157.jpg,39,0.1158
0000022726_873.jpg,39,0.0874
000004571_951.jpg,18,0.0951
0000019968_1263.jpg,39,0.1263
000007078_803.jpg,38,0.0804
0000027886_880.jpg,26,0.0881
0000016483_1153.jpg,39,0.1154
0000026540_1135.jpg,5,0.1135
000001409_842.jpg,39,0.0843
0000017789_1605.jpg,5,0.1606
000009041_838.jpg,2,0.0838
0000015820_1155.jpg,29,0.1156
0000024425_2391.jpg,8,0.2392
0000031996_872.jpg,44,0.0872
0000020643_877.jpg,5,0.0878
000005135_1101.jpg,2,0.1101
0000021575_1002.jpg,44,0.1003
000008411_1008.jpg,40,0.1008
0000028237_942.jpg,39,0.0943
0000027104_1031.jpg,36,0.1032
0000027662_1149.jpg,39,0.1150
000008377_1015.jpg,2,0.1016
0000021213_806.jpg,34,0.0806
0000012801_801.jpg,2,0.0802
000003222_1187.jpg,44,0.1187
0000023410_913.jpg,2,0.0913
0000033603_891.jpg,13,0.0892
0000019940_971.jpg,34,0.0971
000007050_947.jpg,35,0.0947
0000021561_1273.jpg,11,0.1274
0000010964_1457.jpg,2,0.1457
000008405_875.jpg,15,0.0875
000007736_826.jpg,29,0.0827
0000028223_1335.jpg,44,0.1335
000002896_932.jpg,9,0.0933
0000012424_1106.jpg,2,0.1106
000004968_826.jpg,13,0.0827
0000025288_823.jpg,44,0.0824
0000024196_886.jpg,39,0.0887
0000014055_827.jpg,26,0.0828
000001810_800.jpg,44,0.0800
00000158_878.jpg,2,0.0878
0000016642_1149.jpg,2,0.1150
0000019571_830.jpg,5,0.0831
0000012356_876.jpg,11,0.0877
0000015_945.jpg,42,0.0945
0000019203_989.jpg,2,0.0989
0000030691_872.jpg,44,0.0873
0000010227_1085.jpg,5,0.1085
000009280_850.jpg,43,0.0850
0000016656_839.jpg,44,0.0840
0000024182_958.jpg,2,0.0958
0000014041_1592.jpg,2,0.1593
000007285_1060.jpg,15,0.1061
00000164_865.jpg,1,0.0865
000005492_839.jpg,2,0.0839
0000014069_1325.jpg,44,0.1325
0000013060_1395.jpg,26,0.1396
0000030861_872.jpg,17,0.0872
0000018135_1014.jpg,39,0.1014
0000017206_993.jpg,39,0.0993
0000011663_845.jpg,9,0.0845
000003949_906.jpg,39,0.0906
0000024800_932.jpg,39,0.0933
0000015363_1566.jpg,39,0.1567
0000023809_1196.jpg,35,0.1197
000004940_1007.jpg,39,0.1008
000004798_1464.jpg,2,0.1465
0000026971_1145.jpg,39,0.1145
0000017574_1337.jpg,39,0.1337
00000170_1032.jpg,46,0.1032
0000019559_959.jpg,44,0.0960
000009257_918.jpg,5,0.0919
0000016681_1197.jpg,18,0.1198
000004773_893.jpg,9,0.0894
0000013921_839.jpg,35,0.0839
0000032737_1454.jpg,44,0.1455
000002302_1798.jpg,2,0.1799
000002464_892.jpg,2,0.0892
0000010596_855.jpg,44,0.0856
0000021987_853.jpg,35,0.0853
000007508_863.jpg,11,0.0863
000004001_1155.jpg,2,0.1156
0000023148_1051.jpg,9,0.1051
000004767_818.jpg,5,0.0819
000005479_882.jpg,2,0.0883
000002316_857.jpg,5,0.0857
0000032723_1562.jpg,8,0.1563
0000029465_1030.jpg,5,0.1030
0000021039_1163.jpg,39,0.1163
000009243_868.jpg,2,0.0868
0000020327_956.jpg,35,0.0957
000003020_929.jpg,5,0.0929
0000033415_1020.jpg,13,0.1020
0000023606_849.jpg,11,0.0849
0000022518_904.jpg,5,0.0905
000005451_819.jpg,39,0.0819
0000018848_905.jpg,10,0.0905
000001637_899.jpg,44,0.0899
0000021011_807.jpg,5,0.0808
0000028753_1252.jpg,35,0.1253
00000819_806.jpg,5,0.0806
0000020469_826.jpg,26,0.0826
0000026018_906.jpg,7,0.0907
000001151_1184.jpg,5,0.1185
000002458_1126.jpg,5,0.1127
0000025511_802.jpg,41,0.0802
0000023160_2004.jpg,2,0.2004
000004029_1198.jpg,2,0.1199
0000033373_1502.jpg,39,0.1502
0000025505_931.jpg,2,0.0931
0000033367_1040.jpg,44,0.1040
0000027312_1007.jpg,35,0.1008
000007534_1177.jpg,2,0.1178
000008607_871.jpg,5,0.0872
000009519_851.jpg,29,0.0852
0000018684_1789.jpg,44,0.1789
000007252_918.jpg,6,0.0919
0000016871_1297.jpg,35,0.1297
000003034_1189.jpg,39,0.1189
0000025263_1010.jpg,8,0.1011
0000023955_1070.jpg,8,0.1070
0000013896_944.jpg,39,0.0945
0000022493_1102.jpg,39,0.1103
0000028800_827.jpg,13,0.0827
0000010347_833.jpg,39,0.0834
0000020284_852.jpg,39,0.0852
000008798_970.jpg,2,0.0971
0000030929_920.jpg,41,0.0920
0000016050_899.jpg,39,0.0900
000003815_1107.jpg,11,0.1108
0000012236_1147.jpg,43,0.1148
0000013128_1173.jpg,43,0.1173
0000012222_841.jpg,29,0.0841
0000014653_1104.jpg,2,0.1104
0000018069_2195.jpg,41,0.2196
00000986_942.jpg,11,0.0943
0000016722_955.jpg,39,0.0956
0000019411_838.jpg,24,0.0838
0000014135_811.jpg,5,0.0811
0000023799_849.jpg,19,0.0849
000001780_874.jpg,5,0.0875
0000018727_816.jpg,39,0.0817
0000013672_995.jpg,39,0.0996
000002289_1236.jpg,2,0.1236
000004820_1111.jpg,2,0.1112
0000021818_866.jpg,9,0.0867
0000030915_804.jpg,39,0.0804
0000018055_842.jpg,39,0.0843
0000010409_1800.jpg,2,0.1801
0000028196_857.jpg,46,0.0858
00000762_1195.jpg,2,0.1196
0000016078_1065.jpg,5,0.1065
0000015571_3583.jpg,2,0.3584
0000024974_1188.jpg,39,0.1188
0000013100_1049.jpg,9,0.1049
0000032870_919.jpg,34,0.0919
000003183_1015.jpg,39,0.1016
0000011071_943.jpg,12,0.0943
000001794_800.jpg,34,0.0801
0000017400_919.jpg,5,0.0920
0000030054_953.jpg,8,0.0954
0000012593_1064.jpg,44,0.1065
000005519_1141.jpg,39,0.1141
000003168_1040.jpg,2,0.1040
000001019_1307.jpg,2,0.1308
00000789_956.jpg,2,0.0957
000006776_996.jpg,44,0.0996
00000951_1195.jpg,5,0.1196
0000030732_1627.jpg,44,0.1628
0000026144_995.jpg,5,0.0996
0000020535_869.jpg,39,0.0870
00000945_1125.jpg,2,0.1126
0000024753_831.jpg,14,0.0832
0000014690_955.jpg,13,0.0955
0000012587_835.jpg,5,0.0835
0000023982_1195.jpg,39,0.1195
000009337_824.jpg,2,0.0825
000006004_909.jpg,34,0.0910
0000018914_907.jpg,39,0.0908
0000016911_904.jpg,5,0.0905
0000030068_1171.jpg,44,0.1171
0000021603_1449.jpg,2,0.1449
000007454_1257.jpg,2,0.1258
000008767_1722.jpg,2,0.1722
000006992_1379.jpg,2,0.1380
0000028141_1793.jpg,39,0.1793
0000033207_968.jpg,2,0.0968
000005243_815.jpg,9,0.0815
0000033213_857.jpg,39,0.0857
000004149_1356.jpg,39,0.1356
0000019388_859.jpg,46,0.0859
0000027500_1138.jpg,39,0.1139
0000021171_824.jpg,39,0.0825
0000018928_1148.jpg,5,0.1149
0000025317_920.jpg,44,0.0920
0000024009_861.jpg,2,0.0862
0000024586_1464.jpg,26,0.1464
0000019161_1061.jpg,39,0.1062
0000016252_922.jpg,19,0.0922
000009684_964.jpg,35,0.0964
0000020938_1047.jpg,34,0.1047
0000020086_882.jpg,2,0.0883
0000030295_913.jpg,34,0.0914
0000015029_943.jpg,19,0.0944
0000033950_856.jpg,14,0.0857
0000022685_909.jpg,5,0.0910
0000013458_849.jpg,5,0.0849
0000014337_847.jpg,39,0.0848
0000029908_1045.jpg,39,0.1045
0000020092_993.jpg,39,0.0994
0000010151_1843.jpg,2,0.1844
000009690_923.jpg,34,0.0924
0000011529_955.jpg,35,0.0956
0000014451_1066.jpg,2,0.1066
000007695_883.jpg,13,0.0884
000002935_924.jpg,39,0.0924
0000014479_836.jpg,44,0.0837
000005082_850.jpg,19,0.0851
0000013470_816.jpg,5,0.0816
0000018525_801.jpg,9,0.0802
0000018531_888.jpg,34,0.0889
000005928_1664.jpg,2,0.1664
000003381_863.jpg,5,0.0863
0000015773_1029.jpg,35,0.1030
0000020910_978.jpg,2,0.0979
00000560_874.jpg,39,0.0875
0000010838_1096.jpg,9,0.1096
0000022134_1196.jpg,11,0.1196
0000025883_1284.jpg,39,0.1285
0000012949_1036.jpg,2,0.1037
