,accuracy,loss,val_accuracy,val_loss
0,0.5832086801528931,1.5166741609573364,0.8118315935134888,0.7114145755767822
1,0.7766080498695374,0.7820978164672852,0.8457108736038208,0.5558730959892273
2,0.8161181807518005,0.6422449946403503,0.8688206076622009,0.47657546401023865
3,0.8395287990570068,0.5511477589607239,0.876598596572876,0.43606480956077576
4,0.8584330677986145,0.4888811707496643,0.8863959312438965,0.4014762043952942
5,0.8707741498947144,0.43687018752098083,0.8904345035552979,0.39085298776626587
6,0.881993293762207,0.3960212469100952,0.8899109959602356,0.3826163709163666
7,0.894820511341095,0.3530333936214447,0.8960436582565308,0.37181776762008667
8,0.8976626992225647,0.33003729581832886,0.8964176177978516,0.3677792251110077
9,0.907610297203064,0.3021922707557678,0.9028494358062744,0.35426607728004456
10,0.9137621521949768,0.2783504128456116,0.903073787689209,0.35215631127357483
11,0.9217838644981384,0.250038743019104,0.9021015763282776,0.36417973041534424
12,0.925000011920929,0.2341478019952774,0.9036720991134644,0.36955854296684265
13,0.9297494292259216,0.21946564316749573,0.9048687219619751,0.36332398653030396
14,0.9331899881362915,0.20213115215301514,0.9071124196052551,0.3689504861831665
15,0.9377524256706238,0.18873699009418488,0.9047939777374268,0.3804154694080353
16,0.941379964351654,0.17622700333595276,0.9075611233711243,0.3664945065975189
17,0.9436050653457642,0.16780005395412445,0.9052426815032959,0.38572245836257935
18,0.9489341974258423,0.1552933156490326,0.9043452143669128,0.37992429733276367
19,0.9494016170501709,0.14714767038822174,0.906140148639679,0.38589155673980713
