,accuracy,loss,val_accuracy,val_loss
0,0.6713351011276245,1.176482915878296,0.8556577563285828,0.5252434611320496
1,0.8252056837081909,0.608839213848114,0.8760750889778137,0.4277266561985016
2,0.8650336861610413,0.45928317308425903,0.902251124382019,0.3497653901576996
3,0.8914734721183777,0.37183794379234314,0.9050183296203613,0.33903002738952637
4,0.9056469798088074,0.30903300642967224,0.9130207300186157,0.3207603096961975
5,0.921484649181366,0.25126734375953674,0.9124224185943604,0.3208707869052887
6,0.933208703994751,0.21203705668449402,0.913544237613678,0.32622870802879333
7,0.9410807490348816,0.18032564222812653,0.9102535247802734,0.3624093532562256
8,0.947849690914154,0.15960544347763062,0.9107770323753357,0.3754900395870209
9,0.9533657431602478,0.13867047429084778,0.9154139757156372,0.37606680393218994
10,0.9577972888946533,0.12496959418058395,0.9139181971549988,0.37131041288375854
11,0.9618735909461975,0.11258359253406525,0.913544237613678,0.3964140713214874
12,0.9648279547691345,0.10442610085010529,0.9150400161743164,0.4050522744655609
13,0.9670718312263489,0.09933190792798996,0.9124972224235535,0.41655153036117554
14,0.9689977765083313,0.09275613725185394,0.9130207300186157,0.44197535514831543
15,0.9725691676139832,0.08099963515996933,0.9133198857307434,0.438726007938385
16,0.9722326397895813,0.07977161556482315,0.9141425490379333,0.4610152244567871
17,0.9749813079833984,0.07478484511375427,0.913544237613678,0.4683016240596771
18,0.9747382402420044,0.07444708794355392,0.9121980667114258,0.47982197999954224
19,0.9771129488945007,0.06793665885925293,0.9134694337844849,0.48126548528671265
