,accuracy,loss,val_accuracy,val_loss
0,0.6233919262886047,1.3756543397903442,0.8377084732055664,0.5857971906661987
1,0.8292445540428162,0.5984857082366943,0.8940991759300232,0.3810601830482483
2,0.873092770576477,0.44409748911857605,0.9067384600639343,0.3256336450576782
3,0.8956058621406555,0.3605925738811493,0.9148156642913818,0.3007158935070038
4,0.9101159572601318,0.3008045256137848,0.9203500151634216,0.2849085032939911
5,0.9221017360687256,0.26276981830596924,0.9245381951332092,0.2686368525028229
6,0.9295998215675354,0.22951042652130127,0.9246129393577576,0.27290356159210205
7,0.9377337098121643,0.19838105142116547,0.9213970303535461,0.29076552391052246
8,0.9425205588340759,0.18049855530261993,0.9279784560203552,0.2720959782600403
9,0.9492894411087036,0.1582847684621811,0.9285019636154175,0.26954174041748047
