,accuracy,loss,val_accuracy,val_loss
0,0.5505048632621765,1.6462223529815674,0.8226759433746338,0.6648587584495544
1,0.7470830082893372,0.8875718116760254,0.8542367815971375,0.520579993724823
2,0.7933245897293091,0.7149295210838318,0.8695684671401978,0.4510341286659241
3,0.8232049345970154,0.6054171919822693,0.8905841112136841,0.3914206027984619
4,0.8450074791908264,0.5234326124191284,0.8962680697441101,0.368175745010376
5,0.8632385730743408,0.4624307155609131,0.901877224445343,0.3420974612236023
6,0.8749626278877258,0.420795202255249,0.9051678776741028,0.3385469615459442
7,0.8830590844154358,0.37923485040664673,0.9096552133560181,0.3173566162586212
8,0.8939977288246155,0.345599502325058,0.9116744995117188,0.31525495648384094
9,0.9003178477287292,0.32071787118911743,0.9136937856674194,0.3165753185749054
10,0.9055908918380737,0.299631267786026,0.9148156642913818,0.31197768449783325
11,0.9126215577125549,0.27589237689971924,0.9149652123451233,0.3195140063762665
12,0.9164173603057861,0.25897935032844543,0.9128711223602295,0.32436642050743103
13,0.9257853627204895,0.2330912947654724,0.9147408604621887,0.33475789427757263
14,0.9268324375152588,0.2228512018918991,0.9181063771247864,0.3289473056793213
15,0.9309274554252625,0.20890088379383087,0.9181063771247864,0.32589611411094666
16,0.9367240071296692,0.19053439795970917,0.9184055328369141,0.34410861134529114
17,0.9366304874420166,0.19105839729309082,0.9177324175834656,0.3454846441745758
18,0.9401645660400391,0.18212881684303284,0.9160870313644409,0.3487195670604706
19,0.9422026872634888,0.1717180460691452,0.9171341061592102,0.36294645071029663
20,0.9428571462631226,0.16782991588115692,0.9151895642280579,0.3677801787853241
21,0.9465968608856201,0.15867312252521515,0.9194525480270386,0.36285439133644104
22,0.9484854340553284,0.1503375768661499,0.9137685894966125,0.3825930953025818
23,0.9503552913665771,0.14679878950119019,0.9163861870765686,0.38473430275917053
24,0.9516828656196594,0.14264555275440216,0.914441704750061,0.38256481289863586
25,0.9535901546478271,0.13652096688747406,0.9162366390228271,0.4006580114364624
26,0.9551047086715698,0.13264550268650055,0.9156383275985718,0.3956063389778137
27,0.9575355052947998,0.12455996125936508,0.9149652123451233,0.4132886528968811
28,0.957442045211792,0.1227804645895958,0.9158626794815063,0.43312934041023254
29,0.957404613494873,0.1216399073600769,0.9149652123451233,0.42025795578956604
