,accuracy,loss,val_accuracy,val_loss
0,0.6047120690345764,1.4098061323165894,0.8664273619651794,0.46766772866249084
1,0.8104525208473206,0.658308207988739,0.9059157967567444,0.33451607823371887
2,0.8562827110290527,0.4994523227214813,0.9126467704772949,0.30148422718048096
3,0.8828533887863159,0.40303102135658264,0.9213222861289978,0.2789953947067261
4,0.8997195363044739,0.3365560472011566,0.9288011193275452,0.2588663399219513
5,0.9130516052246094,0.2896716594696045,0.9290255308151245,0.2553309500217438
6,0.9233732223510742,0.25199344754219055,0.9298481941223145,0.25896722078323364
7,0.9319932460784912,0.21851332485675812,0.9349338412284851,0.24841466546058655
8,0.9393044114112854,0.19488416612148285,0.9334380626678467,0.26352882385253906
9,0.9454936385154724,0.17418664693832397,0.933512806892395,0.26363250613212585
